Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Advan digital,X7 Max,X7_Max,921MB,Phone,Spreadtrum SC7731,600x1024,213,armeabi-v7a;armeabi,28,3.2
Advan digital,NASA,ADVAN_NASA,1794MB,Phone,Spreadtrum SC9832E,540x960,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,i6c,ADVAN_i6C,1803MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Advan digital,I5E,ADVAN_I5E,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Advan digital,I5E,ADVAN_I5Es,1916MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,22,2.0
Advan digital,G3 Pro,ADVAN_G3_Pro,3832MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,S5E_NXT,ADVAN_S5E_NXT,703-964MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,22;23,2.0
Advan digital,5041,ADVAN_5041,703MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Advan digital,5059,ADVAN_5059,915MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,23,2.0
Advan digital,5060,ADVAN_5060,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2.0
Advan digital,S7A,S7A,456MB,Phone,Spreadtrum SC7731G,600x1024,213,armeabi-v7a;armeabi,22,2.0
Advan digital,T2J,T2J,998MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2.0
Advan digital,S45E,ADVAN_S45E,703MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Advan digital,TAB 7,ADVAN_TAB_7,2799MB,Phone,Spreadtrum SC9832E,600x1024,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,S7C,ADVAN_S7C,952MB,Phone,Spreadtrum SC7731C,1024x600,213,armeabi-v7a;armeabi,23,2.0
Advan digital,S40,ADVAN_S40,914MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Advan digital,G3,ADVAN_G3,3830MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Advan digital,I7D,ADVAN_I7D,915MB,Phone,Spreadtrum SC9832A,1024x600,213,armeabi-v7a;armeabi,23,2.0
Advan digital,i5C,i5C,937MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,23,3.0
Advan digital,ADVAN G2 plus,ADVAN_5701,2857MB,Phone,Mediatek MT6580,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Advan digital,i10,i10,1900MB,Phone,Mediatek MT8735,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Advan digital,i7U,ADVAN_i_Lite,803MB,Phone,Spreadtrum SC9850,600x1024,213,armeabi-v7a;armeabi,24,3.2
Advan digital,G-Tab,ADVAN_G_Tab,2808-2824MB,Phone,Spreadtrum SC9863A,800x1280,240;320,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Advan digital,E1C,ADVAN_E1C_3G,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2.0
Advan digital,S4Z,ADVAN_S4Z,952MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2.0
Advan digital,i5D,ADVAN_i5D,803MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Advan digital,I Tab,ADVAN_i_Tab,1901MB,Phone,Mediatek MT8735,720x1280,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Advan digital,i7,ADVAN_i7,1931MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Advan digital,A8,ADVAN_A8,3818MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Advan digital,E1C  4G,ADVAN_E1C4G,2799MB,Phone,Spreadtrum SC9832E,600x1024,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,S5E FULL VIEW,ADVAN_S5E_FULL_VIEW,803MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Advan digital,X7 Pro,ADVAN_X7_Pro,933MB,Phone,Spreadtrum SC7731E,600x1024,240,armeabi-v7a;armeabi,27,3.2
Advan digital,X7 Pro,ADVAN_7008,964MB,Phone,Mediatek MT8321,1024x600,213,armeabi-v7a;armeabi,23,2.0
Advan digital,ADVAN S50 4G,ADVAN_i5G,884MB,Phone,Spreadtrum SC9850KA,480x854,240,armeabi-v7a;armeabi,27,3.2
Advan digital,S6 Plus,ADVAN_S6_Plus,884MB,Phone,Spreadtrum SC9850K,480x960,240,armeabi-v7a;armeabi,27,3.2
Advan digital,S4T,S4T,457MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,22,2.0
Advan digital,TAB_10,ADVAN_TAB_10,3831MB,Phone,Spreadtrum SC9863A,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,E1C NXT,ADVAN_E1C_NXT,959MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,24,2.0
Advan digital, TAB 8,ADVAN_TAB_8,2823MB,Phone,Spreadtrum SC9863A,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Advan digital,i7A,ADVAN_i7A,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Advan digital,S50 Prime,ADVAN_S50_Prime,884MB,Phone,Spreadtrum SC9850K,480x854,240,armeabi-v7a;armeabi,27,3.2
Advan digital,M4,ADVAN_M4,462MB,Phone,Mediatek MT6570,480x800,240,armeabi-v7a;armeabi,23,2.0
Advan digital,5061,ADVAN_5061,1817MB,Phone,Spreadtrum SC9850S,720x1280,320,armeabi-v7a;armeabi,24,3.2
Advance,Advance,Tr4995,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Advance,ADVANCE,SP4871,1910MB,Tablet,Mediatek MT8735B,1280x800,160,armeabi-v7a;armeabi,24,3.1
Advance,Tr3946,Tr3946,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Advance,HL6248,HL6248,945MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Advance,HL6256,HL6256,883MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Advance,HL5576,HL5576,948MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Advance,Sp5730,Sp5730,1997MB,Tablet,Allwinner A50,800x1280,213,armeabi-v7a;armeabi,28,2.0
Advance,Pr5747,Pr5747,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Advance,HL7257,HL7257,854MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Advance,HL4736,HL4736,438MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Advance,HL6077,HL6077,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Advance,Pr6150,Pr6150,952MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2.0
Advance,Pr6146,Pr6146,957MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Advance,HL4936,HL4936,958MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Advance,Pr7547,Pr7547,867MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi-v7a;armeabi,28,3.2
Advance,HL6577,HL6577,887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
Advance,Pr5950,Pr5950,973MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Advance,Tr4986,Tr4986,920MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Advance,TR4986,Tablet_adv_v1,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Advance,HL5585,HL5585,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Advance,HL5677,HL5677,922MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Advance,PR7145,PR7145,1427MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,28,2.0
Advantage,I101MTK,I101MTK,1972MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,24,2.0
Advantage Air,PIC10GS8,PIC10GS8,1975MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Advantage Air,PIC8GS8,PIC8GS8,1975MB,Phone,Mediatek MT8163,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Advantage Air,PIC7GS8,PIC7GS8,975MB,Tablet,Mediatek MT8167B,600x1024,160,armeabi-v7a;armeabi,27,3.2
Aelion,i8,Aelion_i8,1910MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Aeon Communication (IN),AE1020,AE1020,2007MB,TV,Amlogic AMLS905,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Affix,T737,AFFIX_T737,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AfriOne,CYGNUS,CYGNUS,2857MB,Phone,Mediatek MT6761,720x1520,320,armeabi-v7a;armeabi,28,3.2
AfriOne,CYGNUSX,CYGNUSX,3741MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
AfriOne,ChampionPro,ChampionPro,942MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
AfriOne,Gravity Z2,Gravity_Z2,867MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
afriphone,smart_S5,smart_S5,937MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
AG Mobile,AG BOOST 2,BOOST2,460MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,ULTRA,Ultra,971MB,Phone,Mediatek MT6572A,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Boost,Boost,464MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Freedom Access,Freedom_Access,463MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Zenith,Zenith,956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
AG Mobile,Zone,Zone,462MB,Phone,Mediatek MT6572W,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,AG_Go-Tab_Access,md789hwag,454MB,Tablet,Mediatek MT8312,1024x600,160,armeabi-v7a;armeabi,19,2.0
AG Mobile,Zoom,Zoom,470MB,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,19;22,2.0
AG Mobile,Rage,Rage,464MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Swift_Plus,Swift_Plus,463MB,Phone,Mediatek MT6572M,480x854,213,armeabi-v7a;armeabi,19,2.0
AG Mobile,Glow,Glow,971MB,Phone,Mediatek MT6572W,480x800,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Swift,Swift,463MB,Phone,Mediatek MT6572A,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,Freedom Plus LTE,Freedom_Plus_LTE,937MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,22,3.0
AG Mobile,HASHTAG,Hashtag,1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AG Mobile,AGM A9,HSSDM450QC,4096MB,Phone,Qualcomm SDM450,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AG Mobile,Style,Style,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,AGM X3,T91EUE1,8192MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AG Mobile,Ghost,Ghost,1967MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
AG Mobile, AGM A10 ,SHARKL5,4096MB,Phone,Spreadtrum SC9850,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
AG Mobile,Shine,Shine,462MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,AG Flair,AG_Flair,951MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AG Mobile,Neon,Neon,464MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2.0
AG Mobile,AG Go Tab Access 2,AG_Go_Tab_Access_2,963MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2.0
AG Mobile,Chacer,Chacer,470MB,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,19,2.0
Aikun,RX300,X300,2018MB,Tablet,Allwinner A83T,1280x800,160,armeabi-v7a;armeabi,22,2.0
Aikun,EDSTAR LC-TS08A,LC-TS08A,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,23,2.0
Aikun,EDSTAR LC-TS08S,LC-TS08S,970MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,23,2.0
Aimson,Q88,Q88,985MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Aimson,7C08S,7C08S,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
Aimson,AINOL_Q88X,AINOL_Q88X,982MB,Tablet,Allwinner A50,600x1024,160,armeabi-v7a;armeabi,27,2.0
Ainol,7C08X,7C08X,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
Ainol,Q88A_EEA,Q88A_EEA,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
Airpha,Halo3_Pro,Halo3_Pro,2823MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Airpha,Halo3_Pro,Halo3,1795MB,Phone,Spreadtrum SC9832E,600x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Airpha,Sense2_Pro,Sense2_Pro,878MB,Phone,Spreadtrum SC9832E,600x1280,280,armeabi-v7a;armeabi,28,3.2
Airpha,Sense2,Sense2,878MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,28,3.2
Airtel,XStream Smart Box,hsw4026atl,1422MB,TV,Broadcom BCM72604,1920x1080,320,armeabi-v7a;armeabi,28,3.1
Airtel,SH960S-AT,ganesa,1362MB,TV,Broadcom BCM7252S,1920x1080,320,armeabi-v7a;armeabi,23,3.0
AirTV,DV8535,DV8535,1989MB,TV,Amlogic AMLS905X2,1920x1080,320,armeabi-v7a;armeabi,28,3.2
AirTV,AirTV Mini,kunlun,1989MB,TV,Amlogic AMLS905Y2,1920x1080,320,armeabi-v7a;armeabi,28,3.2
Aiuto,AT702,AT702,1965MB,Tablet,Mediatek MT8167A,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Aiuto,AT1002,AT1002,2950MB,Tablet,Mediatek MT8167A,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Aiuto,AT701,AT701,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Aiuto,AT1001,AT1001,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Aiwa,AWM501,AWM501,953MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Aiwa,ASIA MIDDLE EAST  AFRICA  EU,samseong,1337MB,TV,MStar T22,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Aiwa,ASIA MIDDLE EAST  AFRICA  EU,ikebukuro,907MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
Aiwa,AWM561,AWM561,906MB,Phone,Mediatek MT6739WW,480x960,240,armeabi-v7a;armeabi,27,3.2
Aiwa,AWM509,AWM509,901MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Aiwa,AWM539,AWM539,894MB,Phone,Mediatek MT6739WW,480x960,240,armeabi-v7a;armeabi,27,3.2
Aiwa,Z9 PLUS,AIWA_Z9_PLUS,1927MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Aiwa,AWM999,AWM999,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Aiwa,AW790,AW790,2861MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Aiwa,AWM599,AWM599,883MB,Phone,Mediatek MT6739WA,720x1440,300,armeabi-v7a;armeabi,27,3.2
Aiwa,Aiwa,KSTB6043,1991MB,TV,Amlogic AMLS905D,1920x1080,320,armeabi-v7a;armeabi,26,2.0
Aiwa,Z9,AIWA_Z9,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Akai,FZ703,FZ703,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Akai,MD1063,MD1063,922MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi-v7a;armeabi,28,3.2
Akai,FZ701,FZ701,981MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,27,2.0
Akai,FZ702,FZ702,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Akai,FZ101,FZ101,954MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Akari,AX-115ATV,DV8035,985-991MB,TV,Amlogic AMLS805X,1280x720,213,armeabi-v7a;armeabi,26;28,2.0
Akari,AX-117ATV,DV8219,1500-1990MB,TV,Amlogic AMLS905X,1920x1080,320,armeabi-v7a;armeabi,26;28,2.0
AKOR,AKOR,TG1016,954MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AKOR,TG797,TG797,954MB,Tablet,Rockchip RK3326,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AKOR,TG996,TG996,954MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alba,Alba 4G Plus,ac57crs,876MB,Phone,Spreadtrum SC9832,720x1440,280,armeabi-v7a;armeabi,24,2.0
Alba,Alba8Nou,Alba8Nou,974MB,Tablet,Mediatek MT8163,800x1280,213,armeabi-v7a;armeabi,27,3.1
Alba,Alba_8in,Alba_8in,968MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Alba,ALBA 7 TABLET,ac70plv6,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Alba,Alba7Nou,Alba7Nou,980MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Alba,Alba7Pie,Alba7Pie,976MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,28,3.1
Alba,Alba10Nou,Alba10Nou,974MB,Tablet,Mediatek MT8163,800x1280,160,armeabi-v7a;armeabi,27,3.1
Alba,Alba10Pie,Alba10Pie,969MB,Tablet,Mediatek MT8163,1280x800,160,armeabi-v7a;armeabi,28,3.1
Alba,Alba 6,ac60crs,1814MB,Phone,Spreadtrum SC9850,720x1440,280,armeabi-v7a;armeabi,24,3.2
Alco,Alco S9,Alco_S9,3757MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alco,Voyager Pro,RCT6873W42BMF8KC,980MB,Tablet,Mediatek MT8167B,1024x600,160,armeabi-v7a;armeabi,27,3.2
Alco,RCT6613W23PG,RCT6613W23PG,1970MB,Tablet,Mediatek MT8163,768x1366,160,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Alcor,Comet_O118LR,Comet_O118LR,1860MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Alcor,Alcor,Access_Q784C,951MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
Alcor,Alcor,Zest_Q108I,916MB,Tablet,Allwinner A64,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Alcor,Alcor,Zest_Q708I,916MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Aldo Mobile,T10S,T10S,1819MB,Tablet,Spreadtrum SC9863A,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Aldo Mobile,S12,S12,878MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Aldo Mobile,T7Q-4G,T7Q-4G,1819MB,Phone,Spreadtrum SC9863A,600x1024,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Algar,GIU6770,GIU6770,1858MB,TV,HiSilicon hi3798mv200,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Alhafidh,Android TV,R2,2048MB,TV,Realtek RTD2851,1920x1080,320,armeabi-v7a;armeabi,28,2.0
Alhafidh,Android TV,R1,1536MB,TV,Realtek RTD2841,1280x720,213,armeabi-v7a;armeabi,28,2.0
Aligator,S5710,S5710,1865MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Aligator,RX700,RX700,2875MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Aligator,Aligator S5066,Aligator_S5066,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Aligator,RX460,RX460,963MB,Phone,Mediatek MT6580,540x960,240,armeabi-v7a;armeabi,24,2.0
Aligator,ALIGATOR S5540,ALIGATOR_S5540,1888MB,Phone,Mediatek MT6739WW,480x960,240,armeabi-v7a;armeabi,28,3.2
Aligator,ALIGATOR S5520,ALIGATOR_S5520,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Aligator,ALIGATOR RX800,ALIGATOR_RX800,3742MB,Phone,Mediatek MT6580,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Aligator,ALIGATOR S6000,ALIGATOR_S6000,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Aligator,ALIGATOR S5070,ALIGATOR_S5070,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Aligator,RX600,RX600,1831MB,Phone,Mediatek MT6739WW,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Aligator,S5065,ALIGATORS5065,904MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllCall,Tab_1_3G,Tab_1_3G,918MB,Tablet,Spreadtrum SC7731G,600x1024,160,armeabi-v7a;armeabi,24,2.0
AllCall,AllCall_S1,AllCall_S1,1932MB,Phone,Mediatek MT6580,640x1280,320,armeabi-v7a;armeabi,27,2.0
AllCall,Tab_2_3G,Tab_2_3G,914MB,Tablet,Spreadtrum SC7731G,800x1280,213,armeabi-v7a;armeabi,24,2.0
AllCall,Rio_X,Rio_X,953MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
AllCall,AllCall_S1_X,AllCall_S1_X,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
AllCall,S10,S10,3853MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
AllCall,AllCall_Madrid,AllCall_Madrid,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
AllCall,MIX2,MIX2,6144MB,Phone,Mediatek MT6737,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
AllCall,S5500,S5500,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Alldocube,U1005,U1005,3921MB,Tablet,Mediatek MT8176A,1600x2560,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alldocube,U1006E,U1006E,2958MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Alldocube,iPlay 8 Pro,T806MH,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Alldocube,iPlay 8 Pro,T806MHE,1935MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,28,2.0
Alldocube,T1001,T1001,1860MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Alldocube,U1006HE,U1006HE,2958MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Alldocube,U1006,U1006,2958MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Alldocube,U1005E,U1005E,3921MB,Tablet,Mediatek MT8176A,2560x1600,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alldocube,U1006H,U1006H,2958MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Alldocube,T806ME,T806ME,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Alldocube,U63PLUS,U63PLUS,1953MB,Phone,Mediatek MT6580,1280x800,240,armeabi-v7a;armeabi,27,2.0
Alldocube,T806,T806,1935MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Alldocube,T701,T701,1796MB,Phone,Spreadtrum SC9832E,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Allducube,T1001,T1001,1871MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,Viva H801,Viva_H801,960MB,Tablet,Mediatek MT8321,1280x800,213,armeabi-v7a;armeabi,22,2.0
AllView,X7 Soul Style,X7_Soul_Style,3847MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
AllView,V2 Viper S,V2_Viper_S,2893-2916MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,A5 Ready,A5_Ready,967-968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22;23,2.0
AllView,Viva 1001G,Viva_1001G,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2.0
